SCLK,LMST,LTST,PRESSURE,PRESSURE_UNCERTAINTY,TRANSDUCER
674822585,00089M07:25:49.404,0089 07:19:17,768.34,,1
674822586,00089M07:25:50.377,0089 07:19:18,768.32,,1
674822587,00089M07:25:51.350,0089 07:19:19,768.29,,1
674822588,00089M07:25:52.324,0089 07:19:20,768.29,,1
674822589,00089M07:25:53.297,0089 07:19:21,768.29,,1
674822590,00089M07:25:54.270,0089 07:19:22,768.27,,1
674822591,00089M07:25:55.243,0089 07:19:23,768.29,,1
674822592,00089M07:25:56.217,0089 07:19:24,768.31,,1
674822593,00089M07:25:57.190,0089 07:19:25,768.26,,1
674822594,00089M07:25:58.163,0089 07:19:26,768.28,,1
674822595,00089M07:25:59.136,0089 07:19:27,768.32,,1
674822596,00089M07:26:00.110,0089 07:19:28,768.30,,1
674822597,00089M07:26:01.083,0089 07:19:29,768.26,,1
674822598,00089M07:26:02.056,0089 07:19:30,768.30,,1
674822599,00089M07:26:03.029,0089 07:19:31,768.28,,1
674822600,00089M07:26:04.003,0089 07:19:32,768.28,,1
674822601,00089M07:26:04.976,0089 07:19:33,768.32,,1
674822602,00089M07:26:05.949,0089 07:19:33,768.23,,1
674822603,00089M07:26:06.922,0089 07:19:34,768.29,,1
674822604,00089M07:26:07.896,0089 07:19:35,768.27,,1
674822605,00089M07:26:08.869,0089 07:19:36,768.27,,1
674822606,00089M07:26:09.842,0089 07:19:37,768.29,,1
674822607,00089M07:26:10.815,0089 07:19:38,768.27,,1
674822608,00089M07:26:11.789,0089 07:19:39,768.29,,1
674822609,00089M07:26:12.762,0089 07:19:40,768.33,,1
674822610,00089M07:26:13.735,0089 07:19:41,768.28,,1
674822611,00089M07:26:14.708,0089 07:19:42,768.30,,1
674822612,00089M07:26:15.682,0089 07:19:43,768.26,,1
674822613,00089M07:26:16.655,0089 07:19:44,768.32,,1
674822614,00089M07:26:17.628,0089 07:19:45,768.26,,1
674822615,00089M07:26:18.601,0089 07:19:46,768.32,,1
674822616,00089M07:26:19.575,0089 07:19:47,768.24,,1
674822617,00089M07:26:20.548,0089 07:19:48,768.28,,1
674822618,00089M07:26:21.521,0089 07:19:49,768.27,,1
674822619,00089M07:26:22.494,0089 07:19:50,768.27,,1
674822620,00089M07:26:23.468,0089 07:19:51,768.27,,1
674822621,00089M07:26:24.441,0089 07:19:52,768.33,,1
674822622,00089M07:26:25.414,0089 07:19:53,768.32,,1
674822623,00089M07:26:26.387,0089 07:19:54,768.31,,1
674822624,00089M07:26:27.361,0089 07:19:55,768.29,,1
674822625,00089M07:26:28.334,0089 07:19:56,768.28,,1
674822626,00089M07:26:29.307,0089 07:19:57,768.24,,1
674822627,00089M07:26:30.280,0089 07:19:58,768.26,,1
674822628,00089M07:26:31.254,0089 07:19:59,768.26,,1
674822629,00089M07:26:32.227,0089 07:20:00,768.30,,1
674822630,00089M07:26:33.200,0089 07:20:01,768.28,,1
674822631,00089M07:26:34.173,0089 07:20:02,768.26,,1
674822632,00089M07:26:35.147,0089 07:20:03,768.30,,1
674822633,00089M07:26:36.120,0089 07:20:04,768.28,,1
674822634,00089M07:26:37.093,0089 07:20:05,768.26,,1
674822635,00089M07:26:38.066,0089 07:20:06,768.27,,1
674822636,00089M07:26:39.040,0089 07:20:07,768.25,,1
674822637,00089M07:26:40.013,0089 07:20:08,768.27,,1
674822638,00089M07:26:40.986,0089 07:20:09,768.27,,1
674822639,00089M07:26:41.959,0089 07:20:09,768.29,,1
674822640,00089M07:26:42.933,0089 07:20:10,768.25,,1
674822641,00089M07:26:43.906,0089 07:20:11,768.27,,1
674822642,00089M07:26:44.879,0089 07:20:12,768.31,,1
674822643,00089M07:26:45.852,0089 07:20:13,768.26,,1
674822644,00089M07:26:46.826,0089 07:20:14,768.24,,1
674822645,00089M07:26:47.799,0089 07:20:15,768.22,,1
674822646,00089M07:26:48.772,0089 07:20:16,768.24,,1
674822647,00089M07:26:49.745,0089 07:20:17,768.26,,1
674822648,00089M07:26:50.719,0089 07:20:18,768.26,,1
674822649,00089M07:26:51.692,0089 07:20:19,768.24,,1
674822650,00089M07:26:52.665,0089 07:20:20,768.26,,1
674822651,00089M07:26:53.638,0089 07:20:21,768.25,,1
674822652,00089M07:26:54.612,0089 07:20:22,768.30,,1
674822653,00089M07:26:55.585,0089 07:20:23,768.25,,1
674822654,00089M07:26:56.558,0089 07:20:24,768.21,,1
674822655,00089M07:26:57.531,0089 07:20:25,768.20,,1
674822656,00089M07:26:58.505,0089 07:20:26,768.27,,1
674822657,00089M07:26:59.478,0089 07:20:27,768.29,,1
674822658,00089M07:27:00.451,0089 07:20:28,768.27,,1
674822659,00089M07:27:01.424,0089 07:20:29,768.22,,1
674822660,00089M07:27:02.398,0089 07:20:30,768.29,,1
674822661,00089M07:27:03.371,0089 07:20:31,768.28,,1
674822662,00089M07:27:04.344,0089 07:20:32,768.22,,1
674822663,00089M07:27:05.317,0089 07:20:33,768.21,,1
674822664,00089M07:27:06.291,0089 07:20:34,768.24,,1
674822665,00089M07:27:07.264,0089 07:20:35,768.28,,1
674822666,00089M07:27:08.237,0089 07:20:36,768.28,,1
674822667,00089M07:27:09.210,0089 07:20:37,768.23,,1
674822668,00089M07:27:10.184,0089 07:20:38,768.30,,1
674822669,00089M07:27:11.157,0089 07:20:39,768.25,,1
674822670,00089M07:27:12.130,0089 07:20:40,768.23,,1
674822671,00089M07:27:13.103,0089 07:20:41,768.25,,1
674822672,00089M07:27:14.077,0089 07:20:42,768.25,,1
674822673,00089M07:27:15.050,0089 07:20:43,768.29,,1
674822674,00089M07:27:16.023,0089 07:20:44,768.27,,1
674822675,00089M07:27:16.996,0089 07:20:45,768.27,,1
674822676,00089M07:27:17.970,0089 07:20:46,768.22,,1
674822677,00089M07:27:18.943,0089 07:20:46,768.20,,1
674822678,00089M07:27:19.916,0089 07:20:47,768.26,,1
674822679,00089M07:27:20.889,0089 07:20:48,768.26,,1
674822680,00089M07:27:21.863,0089 07:20:49,768.26,,1
674822681,00089M07:27:22.836,0089 07:20:50,768.24,,1
674822682,00089M07:27:23.809,0089 07:20:51,768.19,,1
674822683,00089M07:27:24.782,0089 07:20:52,768.28,,1
674822684,00089M07:27:25.756,0089 07:20:53,768.21,,1
674822685,00089M07:27:26.729,0089 07:20:54,768.25,,1
674822686,00089M07:27:27.702,0089 07:20:55,768.23,,1
674822687,00089M07:27:28.675,0089 07:20:56,768.23,,1
674822688,00089M07:27:29.649,0089 07:20:57,768.23,,1
674822689,00089M07:27:30.622,0089 07:20:58,768.23,,1
674822690,00089M07:27:31.595,0089 07:20:59,768.22,,1
674822691,00089M07:27:32.568,0089 07:21:00,768.25,,1
674822692,00089M07:27:33.542,0089 07:21:01,768.27,,1
674822693,00089M07:27:34.515,0089 07:21:02,768.26,,1
674822694,00089M07:27:35.488,0089 07:21:03,768.29,,1
674822695,00089M07:27:36.462,0089 07:21:04,768.22,,1
674822696,00089M07:27:37.435,0089 07:21:05,768.26,,1
674822697,00089M07:27:38.408,0089 07:21:06,768.26,,1
674822698,00089M07:27:39.381,0089 07:21:07,768.26,,1
674822699,00089M07:27:40.355,0089 07:21:08,768.26,,1
674822700,00089M07:27:41.328,0089 07:21:09,768.30,,1
674822701,00089M07:27:42.301,0089 07:21:10,768.23,,1
674822702,00089M07:27:43.274,0089 07:21:11,768.21,,1
674822703,00089M07:27:44.248,0089 07:21:12,768.21,,1
674822704,00089M07:27:45.221,0089 07:21:13,768.23,,1
674822705,00089M07:27:46.194,0089 07:21:14,768.21,,1
674822706,00089M07:27:47.167,0089 07:21:15,768.25,,1
674822707,00089M07:27:48.141,0089 07:21:16,768.23,,1
674822708,00089M07:27:49.114,0089 07:21:17,768.27,,1
674822709,00089M07:27:50.087,0089 07:21:18,768.27,,1
674822710,00089M07:27:51.060,0089 07:21:19,768.29,,1
674822711,00089M07:27:52.034,0089 07:21:20,768.22,,1
674822712,00089M07:27:53.007,0089 07:21:21,768.24,,1
674822713,00089M07:27:53.980,0089 07:21:22,768.26,,1
674822714,00089M07:27:54.953,0089 07:21:23,768.26,,1
674822715,00089M07:27:55.927,0089 07:21:23,768.21,,1
674822716,00089M07:27:56.900,0089 07:21:24,768.21,,1
674822717,00089M07:27:57.873,0089 07:21:25,768.26,,1
674822718,00089M07:27:58.846,0089 07:21:26,768.24,,1
674822719,00089M07:27:59.820,0089 07:21:27,768.25,,1
674822720,00089M07:28:00.793,0089 07:21:28,768.25,,1
674822721,00089M07:28:01.766,0089 07:21:29,768.23,,1
674822722,00089M07:28:02.739,0089 07:21:30,768.23,,1
674822723,00089M07:28:03.713,0089 07:21:31,768.25,,1
674822724,00089M07:28:04.686,0089 07:21:32,768.23,,1
674822725,00089M07:28:05.659,0089 07:21:33,768.21,,1
674822726,00089M07:28:06.632,0089 07:21:34,768.25,,1
674822727,00089M07:28:07.606,0089 07:21:35,768.24,,1
674822728,00089M07:28:08.579,0089 07:21:36,768.26,,1
674822729,00089M07:28:09.552,0089 07:21:37,768.24,,1
674822730,00089M07:28:10.525,0089 07:21:38,768.22,,1
674822731,00089M07:28:11.499,0089 07:21:39,768.24,,1
674822732,00089M07:28:12.472,0089 07:21:40,768.22,,1
674822733,00089M07:28:13.445,0089 07:21:41,768.24,,1
674822734,00089M07:28:14.418,0089 07:21:42,768.28,,1
674822735,00089M07:28:15.392,0089 07:21:43,768.26,,1
674822736,00089M07:28:16.365,0089 07:21:44,768.23,,1
674822737,00089M07:28:17.338,0089 07:21:45,768.23,,1
674822738,00089M07:28:18.311,0089 07:21:46,768.21,,1
674822739,00089M07:28:19.285,0089 07:21:47,768.19,,1
674822740,00089M07:28:20.258,0089 07:21:48,768.23,,1
674822741,00089M07:28:21.231,0089 07:21:49,768.21,,1
674822742,00089M07:28:22.204,0089 07:21:50,768.23,,1
674822743,00089M07:28:23.178,0089 07:21:51,768.27,,1
674822744,00089M07:28:24.151,0089 07:21:52,768.29,,1
674822745,00089M07:28:25.124,0089 07:21:53,768.22,,1
674822746,00089M07:28:26.097,0089 07:21:54,768.22,,1
674822747,00089M07:28:27.071,0089 07:21:55,768.22,,1
674822748,00089M07:28:28.044,0089 07:21:56,768.26,,1
674822749,00089M07:28:29.017,0089 07:21:57,768.26,,1
674822750,00089M07:28:29.990,0089 07:21:58,768.26,,1
674822751,00089M07:28:30.964,0089 07:21:59,768.26,,1
674822752,00089M07:28:31.937,0089 07:22:00,768.26,,1
674822753,00089M07:28:32.910,0089 07:22:00,768.21,,1
674822754,00089M07:28:33.883,0089 07:22:01,768.19,,1
674822755,00089M07:28:34.857,0089 07:22:02,768.21,,1
674822756,00089M07:28:35.830,0089 07:22:03,768.23,,1
674822757,00089M07:28:36.803,0089 07:22:04,768.23,,1
674822758,00089M07:28:37.776,0089 07:22:05,768.19,,1
674822759,00089M07:28:38.750,0089 07:22:06,768.23,,1
674822760,00089M07:28:39.723,0089 07:22:07,768.29,,1
674822761,00089M07:28:40.696,0089 07:22:08,768.22,,1
674822762,00089M07:28:41.669,0089 07:22:09,768.22,,1
674822763,00089M07:28:42.643,0089 07:22:10,768.27,,1
674822764,00089M07:28:43.616,0089 07:22:11,768.24,,1
674822765,00089M07:28:44.589,0089 07:22:12,768.24,,1
674822766,00089M07:28:45.562,0089 07:22:13,768.22,,1
674822767,00089M07:28:46.536,0089 07:22:14,768.24,,1
674822768,00089M07:28:47.509,0089 07:22:15,768.22,,1
674822769,00089M07:28:48.482,0089 07:22:16,768.26,,1
674822770,00089M07:28:49.455,0089 07:22:17,768.26,,1
674822771,00089M07:28:50.429,0089 07:22:18,768.24,,1
674822772,00089M07:28:51.402,0089 07:22:19,768.23,,1
674822773,00089M07:28:52.375,0089 07:22:20,768.23,,1
674822774,00089M07:28:53.348,0089 07:22:21,768.21,,1
674822775,00089M07:28:54.322,0089 07:22:22,768.23,,1
674822776,00089M07:28:55.295,0089 07:22:23,768.25,,1
674822777,00089M07:28:56.268,0089 07:22:24,768.27,,1
674822778,00089M07:28:57.241,0089 07:22:25,768.25,,1
674822779,00089M07:28:58.215,0089 07:22:26,768.25,,1
674822780,00089M07:28:59.188,0089 07:22:27,768.18,,1
674822781,00089M07:29:00.161,0089 07:22:28,768.22,,1
674822782,00089M07:29:01.134,0089 07:22:29,768.24,,1
674822783,00089M07:29:02.108,0089 07:22:30,768.26,,1
674822784,00089M07:29:03.081,0089 07:22:31,768.24,,1
674822785,00089M07:29:04.054,0089 07:22:32,768.22,,1
674822786,00089M07:29:05.027,0089 07:22:33,768.24,,1
674822787,00089M07:29:06.001,0089 07:22:34,768.21,,1
674822788,00089M07:29:06.974,0089 07:22:35,768.21,,1
674822789,00089M07:29:07.947,0089 07:22:36,768.17,,1
674822790,00089M07:29:08.920,0089 07:22:36,768.26,,1
674822791,00089M07:29:09.894,0089 07:22:37,768.23,,1
674822792,00089M07:29:10.867,0089 07:22:38,768.19,,1
674822793,00089M07:29:11.840,0089 07:22:39,768.21,,1
674822794,00089M07:29:12.813,0089 07:22:40,768.23,,1
674822795,00089M07:29:13.787,0089 07:22:41,768.20,,1
674822796,00089M07:29:14.760,0089 07:22:42,768.19,,1
674822797,00089M07:29:15.733,0089 07:22:43,768.20,,1
674822798,00089M07:29:16.706,0089 07:22:44,768.22,,1
674822799,00089M07:29:17.680,0089 07:22:45,768.22,,1
674822800,00089M07:29:18.653,0089 07:22:46,768.18,,1
674822801,00089M07:29:19.626,0089 07:22:47,768.22,,1
674822802,00089M07:29:20.599,0089 07:22:48,768.22,,1
674822803,00089M07:29:21.573,0089 07:22:49,768.26,,1
674822804,00089M07:29:22.546,0089 07:22:50,768.20,,1
674822805,00089M07:29:23.519,0089 07:22:51,768.23,,1
674822806,00089M07:29:24.492,0089 07:22:52,768.23,,1
674822807,00089M07:29:25.466,0089 07:22:53,768.23,,1
674822808,00089M07:29:26.439,0089 07:22:54,768.23,,1
674822809,00089M07:29:27.412,0089 07:22:55,768.19,,1
674822810,00089M07:29:28.385,0089 07:22:56,768.21,,1
674822811,00089M07:29:29.359,0089 07:22:57,768.21,,1
674822812,00089M07:29:30.332,0089 07:22:58,768.23,,1
674822813,00089M07:29:31.305,0089 07:22:59,768.21,,1
674822814,00089M07:29:32.278,0089 07:23:00,768.20,,1
674822815,00089M07:29:33.252,0089 07:23:01,768.20,,1
674822816,00089M07:29:34.225,0089 07:23:02,768.22,,1
674822817,00089M07:29:35.198,0089 07:23:03,768.24,,1
674822818,00089M07:29:36.171,0089 07:23:04,768.22,,1
674822819,00089M07:29:37.145,0089 07:23:05,768.20,,1
674822820,00089M07:29:38.118,0089 07:23:06,768.18,,1
674822821,00089M07:29:39.091,0089 07:23:07,768.26,,1
674822822,00089M07:29:40.065,0089 07:23:08,768.24,,1
674822823,00089M07:29:41.038,0089 07:23:09,768.22,,1
674822824,00089M07:29:42.011,0089 07:23:10,768.17,,1
674822825,00089M07:29:42.984,0089 07:23:11,768.23,,1
674822826,00089M07:29:43.958,0089 07:23:12,768.21,,1
674822827,00089M07:29:44.931,0089 07:23:13,768.21,,1
674822828,00089M07:29:45.904,0089 07:23:13,768.23,,1
674822829,00089M07:29:46.877,0089 07:23:14,768.23,,1
674822830,00089M07:29:47.851,0089 07:23:15,768.21,,1
674822831,00089M07:29:48.824,0089 07:23:16,768.21,,1
674822832,00089M07:29:49.797,0089 07:23:17,768.21,,1
674822833,00089M07:29:50.770,0089 07:23:18,768.20,,1
674822834,00089M07:29:51.744,0089 07:23:19,768.23,,1
674822835,00089M07:29:52.717,0089 07:23:20,768.22,,1
674822836,00089M07:29:53.690,0089 07:23:21,768.20,,1
674822837,00089M07:29:54.663,0089 07:23:22,768.20,,1
674822838,00089M07:29:55.637,0089 07:23:23,768.20,,1
674822839,00089M07:29:56.610,0089 07:23:24,768.20,,1
674822840,00089M07:29:57.583,0089 07:23:25,768.22,,1
674822841,00089M07:29:58.556,0089 07:23:26,768.20,,1
674822842,00089M07:29:59.530,0089 07:23:27,768.26,,1
674822843,00089M07:30:00.503,0089 07:23:28,768.22,,1
674822844,00089M07:30:01.476,0089 07:23:29,768.16,,1
674822845,00089M07:30:02.449,0089 07:23:30,768.23,,1
674822846,00089M07:30:03.423,0089 07:23:31,768.23,,1
674822847,00089M07:30:04.396,0089 07:23:32,768.23,,1
674822848,00089M07:30:05.369,0089 07:23:33,768.19,,1
674822849,00089M07:30:06.342,0089 07:23:34,768.21,,1
674822850,00089M07:30:07.316,0089 07:23:35,768.19,,1
674822851,00089M07:30:08.289,0089 07:23:36,768.18,,1
674822852,00089M07:30:09.262,0089 07:23:37,768.22,,1
674822853,00089M07:30:10.235,0089 07:23:38,768.22,,1
674822854,00089M07:30:11.209,0089 07:23:39,768.18,,1
674822855,00089M07:30:12.182,0089 07:23:40,768.20,,1
674822856,00089M07:30:13.155,0089 07:23:41,768.22,,1
674822857,00089M07:30:14.128,0089 07:23:42,768.20,,1
674822858,00089M07:30:15.102,0089 07:23:43,768.17,,1
674822859,00089M07:30:16.075,0089 07:23:44,768.22,,1
674822860,00089M07:30:17.048,0089 07:23:45,768.24,,1
674822861,00089M07:30:18.021,0089 07:23:46,768.19,,1
674822862,00089M07:30:18.995,0089 07:23:47,768.26,,1
674822863,00089M07:30:19.968,0089 07:23:48,768.19,,1
674822864,00089M07:30:20.941,0089 07:23:49,768.21,,1
674822865,00089M07:30:21.914,0089 07:23:50,768.17,,1
674822866,00089M07:30:22.888,0089 07:23:50,768.23,,1
674822867,00089M07:30:23.861,0089 07:23:51,768.19,,1
674822868,00089M07:30:24.834,0089 07:23:52,768.23,,1
674822869,00089M07:30:25.807,0089 07:23:53,768.25,,1
674822870,00089M07:30:26.781,0089 07:23:54,768.19,,1
674822871,00089M07:30:27.754,0089 07:23:55,768.23,,1
674822872,00089M07:30:28.727,0089 07:23:56,768.25,,1
674822873,00089M07:30:29.700,0089 07:23:57,768.20,,1
674822874,00089M07:30:30.674,0089 07:23:58,768.18,,1
674822875,00089M07:30:31.647,0089 07:23:59,768.24,,1
674822876,00089M07:30:32.620,0089 07:24:00,768.22,,1
674822877,00089M07:30:33.593,0089 07:24:01,768.22,,1
674822878,00089M07:30:34.567,0089 07:24:02,768.18,,1
674822879,00089M07:30:35.540,0089 07:24:03,768.22,,1
674822880,00089M07:30:36.513,0089 07:24:04,768.20,,1
674822881,00089M07:30:37.486,0089 07:24:05,768.17,,1
674822882,00089M07:30:38.460,0089 07:24:06,768.21,,1
674822883,00089M07:30:39.433,0089 07:24:07,768.19,,1
674822884,00089M07:30:40.406,0089 07:24:08,768.19,,1
674822885,00089M07:30:41.379,0089 07:24:09,768.23,,1
674822886,00089M07:30:42.353,0089 07:24:10,768.21,,1
674822887,00089M07:30:43.326,0089 07:24:11,768.21,,1
674822888,00089M07:30:44.299,0089 07:24:12,768.23,,1
674822889,00089M07:30:45.272,0089 07:24:13,768.20,,1
674822890,00089M07:30:46.246,0089 07:24:14,768.16,,1
674822891,00089M07:30:47.219,0089 07:24:15,768.16,,1
674822892,00089M07:30:48.192,0089 07:24:16,768.18,,1
674822893,00089M07:30:49.165,0089 07:24:17,768.16,,1
674822894,00089M07:30:50.139,0089 07:24:18,768.20,,1
674822895,00089M07:30:51.112,0089 07:24:19,768.20,,1
674822896,00089M07:30:52.085,0089 07:24:20,768.15,,1
674822897,00089M07:30:53.058,0089 07:24:21,768.18,,1
674822898,00089M07:30:54.032,0089 07:24:22,768.24,,1
674822899,00089M07:30:55.005,0089 07:24:23,768.17,,1
674822900,00089M07:30:55.978,0089 07:24:24,768.21,,1
674822901,00089M07:30:56.951,0089 07:24:25,768.21,,1
674822902,00089M07:30:57.925,0089 07:24:26,768.19,,1
674822903,00089M07:30:58.898,0089 07:24:26,768.19,,1
674822904,00089M07:30:59.871,0089 07:24:27,768.17,,1
674822905,00089M07:31:00.844,0089 07:24:28,768.23,,1
674822906,00089M07:31:01.818,0089 07:24:29,768.16,,1
674822907,00089M07:31:02.791,0089 07:24:30,768.19,,1
674822908,00089M07:31:03.764,0089 07:24:31,768.16,,1
674822909,00089M07:31:04.737,0089 07:24:32,768.16,,1
674822910,00089M07:31:05.711,0089 07:24:33,768.16,,1
674822911,00089M07:31:06.684,0089 07:24:34,768.20,,1
674822912,00089M07:31:07.657,0089 07:24:35,768.22,,1
674822913,00089M07:31:08.630,0089 07:24:36,768.20,,1
674822914,00089M07:31:09.604,0089 07:24:37,768.18,,1
674822915,00089M07:31:10.577,0089 07:24:38,768.17,,1
674822916,00089M07:31:11.550,0089 07:24:39,768.20,,1
674822917,00089M07:31:12.523,0089 07:24:40,768.20,,1
674822918,00089M07:31:13.497,0089 07:24:41,768.17,,1
674822919,00089M07:31:14.470,0089 07:24:42,768.19,,1
674822920,00089M07:31:15.443,0089 07:24:43,768.19,,1
674822921,00089M07:31:16.416,0089 07:24:44,768.17,,1
674822922,00089M07:31:17.390,0089 07:24:45,768.17,,1
674822923,00089M07:31:18.363,0089 07:24:46,768.19,,1
674822924,00089M07:31:19.336,0089 07:24:47,768.19,,1
674822925,00089M07:31:20.309,0089 07:24:48,768.17,,1
674822926,00089M07:31:21.283,0089 07:24:49,768.25,,1
674822927,00089M07:31:22.256,0089 07:24:50,768.16,,1
674822928,00089M07:31:23.229,0089 07:24:51,768.21,,1
674822929,00089M07:31:24.202,0089 07:24:52,768.18,,1
674822930,00089M07:31:25.176,0089 07:24:53,768.20,,1
674822931,00089M07:31:26.149,0089 07:24:54,768.18,,1
674822932,00089M07:31:27.122,0089 07:24:55,768.20,,1
674822933,00089M07:31:28.095,0089 07:24:56,768.20,,1
674822934,00089M07:31:29.069,0089 07:24:57,768.20,,1
674822935,00089M07:31:30.042,0089 07:24:58,768.17,,1
674822936,00089M07:31:31.015,0089 07:24:59,768.20,,1
674822937,00089M07:31:31.988,0089 07:25:00,768.17,,1
674822938,00089M07:31:32.962,0089 07:25:01,768.17,,1
674822939,00089M07:31:33.935,0089 07:25:02,768.19,,1
674822940,00089M07:31:34.908,0089 07:25:03,768.13,,1
674822941,00089M07:31:35.881,0089 07:25:03,768.15,,1
674822942,00089M07:31:36.855,0089 07:25:04,768.19,,1
674822943,00089M07:31:37.828,0089 07:25:05,768.17,,1
674822944,00089M07:31:38.801,0089 07:25:06,768.21,,1
674822945,00089M07:31:39.774,0089 07:25:07,768.19,,1
674822946,00089M07:31:40.748,0089 07:25:08,768.23,,1
674822947,00089M07:31:41.721,0089 07:25:09,768.23,,1
674822948,00089M07:31:42.694,0089 07:25:10,768.16,,1
674822949,00089M07:31:43.668,0089 07:25:11,768.20,,1
674822950,00089M07:31:44.641,0089 07:25:12,768.18,,1
674822951,00089M07:31:45.614,0089 07:25:13,768.13,,1
674822952,00089M07:31:46.587,0089 07:25:14,768.11,,1
674822953,00089M07:31:47.561,0089 07:25:15,768.18,,1
674822954,00089M07:31:48.534,0089 07:25:16,768.20,,1
674822955,00089M07:31:49.507,0089 07:25:17,768.22,,1
674822956,00089M07:31:50.480,0089 07:25:18,768.19,,1
674822957,00089M07:31:51.454,0089 07:25:19,768.17,,1
674822958,00089M07:31:52.427,0089 07:25:20,768.15,,1
674822959,00089M07:31:53.400,0089 07:25:21,768.17,,1
674822960,00089M07:31:54.373,0089 07:25:22,768.19,,1
674822961,00089M07:31:55.347,0089 07:25:23,768.23,,1
674822962,00089M07:31:56.320,0089 07:25:24,768.21,,1
674822963,00089M07:31:57.293,0089 07:25:25,768.19,,1
674822964,00089M07:31:58.266,0089 07:25:26,768.14,,1
674822965,00089M07:31:59.240,0089 07:25:27,768.21,,1
674822966,00089M07:32:00.213,0089 07:25:28,768.18,,1
674822967,00089M07:32:01.186,0089 07:25:29,768.18,,1
674822968,00089M07:32:02.159,0089 07:25:30,768.16,,1
674822969,00089M07:32:03.133,0089 07:25:31,768.18,,1
674822970,00089M07:32:04.106,0089 07:25:32,768.20,,1
674822971,00089M07:32:05.079,0089 07:25:33,768.16,,1
674822972,00089M07:32:06.052,0089 07:25:34,768.18,,1
674822973,00089M07:32:07.026,0089 07:25:35,768.18,,1
674822974,00089M07:32:07.999,0089 07:25:36,768.20,,1
674822975,00089M07:32:08.972,0089 07:25:37,768.17,,1
674822976,00089M07:32:09.945,0089 07:25:38,768.17,,1
674822977,00089M07:32:10.919,0089 07:25:39,768.20,,1
674822978,00089M07:32:11.892,0089 07:25:40,768.15,,1
674822979,00089M07:32:12.865,0089 07:25:40,768.21,,1
674822980,00089M07:32:13.838,0089 07:25:41,768.15,,1
674822981,00089M07:32:14.812,0089 07:25:42,768.17,,1
674822982,00089M07:32:15.785,0089 07:25:43,768.23,,1
674822983,00089M07:32:16.758,0089 07:25:44,768.16,,1
674822984,00089M07:32:17.731,0089 07:25:45,768.19,,1
674822985,00089M07:32:18.705,0089 07:25:46,768.18,,1
674822986,00089M07:32:19.678,0089 07:25:47,768.16,,1
674822987,00089M07:32:20.651,0089 07:25:48,768.16,,1
674822988,00089M07:32:21.624,0089 07:25:49,768.14,,1
674822989,00089M07:32:22.598,0089 07:25:50,768.16,,1
674822990,00089M07:32:23.571,0089 07:25:51,768.18,,1
674822991,00089M07:32:24.544,0089 07:25:52,768.16,,1
674822992,00089M07:32:25.517,0089 07:25:53,768.18,,1
674822993,00089M07:32:26.491,0089 07:25:54,768.15,,1
674822994,00089M07:32:27.464,0089 07:25:55,768.09,,1
674822995,00089M07:32:28.437,0089 07:25:56,768.15,,1
674822996,00089M07:32:29.410,0089 07:25:57,768.15,,1
674822997,00089M07:32:30.384,0089 07:25:58,768.17,,1
674822998,00089M07:32:31.357,0089 07:25:59,768.15,,1
674822999,00089M07:32:32.330,0089 07:26:00,768.17,,1
674823000,00089M07:32:33.303,0089 07:26:01,768.17,,1
674823001,00089M07:32:34.277,0089 07:26:02,768.12,,1
674823002,00089M07:32:35.250,0089 07:26:03,768.15,,1
674823003,00089M07:32:36.223,0089 07:26:04,768.16,,1
674823004,00089M07:32:37.196,0089 07:26:05,768.16,,1
674823005,00089M07:32:38.170,0089 07:26:06,768.16,,1
674823006,00089M07:32:39.143,0089 07:26:07,768.16,,1
674823007,00089M07:32:40.116,0089 07:26:08,768.14,,1
674823008,00089M07:32:41.089,0089 07:26:09,768.16,,1
674823009,00089M07:32:42.063,0089 07:26:10,768.16,,1
674823010,00089M07:32:43.036,0089 07:26:11,768.14,,1
674823011,00089M07:32:44.009,0089 07:26:12,768.14,,1
674823012,00089M07:32:44.982,0089 07:26:13,768.15,,1
674823013,00089M07:32:45.956,0089 07:26:14,768.18,,1
674823014,00089M07:32:46.929,0089 07:26:15,768.20,,1
674823015,00089M07:32:47.902,0089 07:26:16,768.17,,1
674823016,00089M07:32:48.875,0089 07:26:16,768.19,,1
674823017,00089M07:32:49.849,0089 07:26:17,768.13,,1
674823018,00089M07:32:50.822,0089 07:26:18,768.15,,1
674823019,00089M07:32:51.795,0089 07:26:19,768.19,,1
674823020,00089M07:32:52.768,0089 07:26:20,768.12,,1
674823021,00089M07:32:53.742,0089 07:26:21,768.19,,1
674823022,00089M07:32:54.715,0089 07:26:22,768.14,,1
674823023,00089M07:32:55.688,0089 07:26:23,768.12,,1
674823024,00089M07:32:56.661,0089 07:26:24,768.16,,1
674823025,00089M07:32:57.635,0089 07:26:25,768.16,,1
674823026,00089M07:32:58.608,0089 07:26:26,768.14,,1
674823027,00089M07:32:59.581,0089 07:26:27,768.12,,1
674823028,00089M07:33:00.554,0089 07:26:28,768.16,,1
674823029,00089M07:33:01.528,0089 07:26:29,768.11,,1
674823030,00089M07:33:02.501,0089 07:26:30,768.16,,1
674823031,00089M07:33:03.474,0089 07:26:31,768.14,,1
674823032,00089M07:33:04.447,0089 07:26:32,768.13,,1
674823033,00089M07:33:05.421,0089 07:26:33,768.13,,1
674823034,00089M07:33:06.394,0089 07:26:34,768.09,,1
