SCLK,LMST,LTST,PRESSURE,PRESSURE_UNCERTAINTY,TRANSDUCER
674808267,00089M03:33:34.382,0089 03:26:59,757.40,,1
674808268,00089M03:33:35.355,0089 03:27:00,757.38,,1
674808269,00089M03:33:36.329,0089 03:27:01,757.36,,1
674808270,00089M03:33:37.302,0089 03:27:02,757.36,,1
674808271,00089M03:33:38.275,0089 03:27:03,757.38,,1
674808272,00089M03:33:39.248,0089 03:27:04,757.38,,1
674808273,00089M03:33:40.222,0089 03:27:05,757.33,,1
674808274,00089M03:33:41.195,0089 03:27:06,757.36,,1
674808275,00089M03:33:42.168,0089 03:27:07,757.31,,1
674808276,00089M03:33:43.141,0089 03:27:08,757.36,,1
674808277,00089M03:33:44.115,0089 03:27:09,757.38,,1
674808278,00089M03:33:45.088,0089 03:27:10,757.38,,1
674808279,00089M03:33:46.061,0089 03:27:10,757.38,,1
674808280,00089M03:33:47.034,0089 03:27:11,757.32,,1
674808281,00089M03:33:48.008,0089 03:27:12,757.38,,1
674808282,00089M03:33:48.981,0089 03:27:13,757.29,,1
674808283,00089M03:33:49.954,0089 03:27:14,757.38,,1
674808284,00089M03:33:50.927,0089 03:27:15,757.36,,1
674808285,00089M03:33:51.901,0089 03:27:16,757.31,,1
674808286,00089M03:33:52.874,0089 03:27:17,757.33,,1
674808287,00089M03:33:53.847,0089 03:27:18,757.31,,1
674808288,00089M03:33:54.820,0089 03:27:19,757.33,,1
674808289,00089M03:33:55.794,0089 03:27:20,757.33,,1
674808290,00089M03:33:56.767,0089 03:27:21,757.32,,1
674808291,00089M03:33:57.740,0089 03:27:22,757.35,,1
674808292,00089M03:33:58.713,0089 03:27:23,757.31,,1
674808293,00089M03:33:59.687,0089 03:27:24,757.31,,1
674808294,00089M03:34:00.660,0089 03:27:25,757.38,,1
674808295,00089M03:34:01.633,0089 03:27:26,757.31,,1
674808296,00089M03:34:02.606,0089 03:27:27,757.38,,1
674808297,00089M03:34:03.580,0089 03:27:28,757.34,,1
674808298,00089M03:34:04.553,0089 03:27:29,757.33,,1
674808299,00089M03:34:05.526,0089 03:27:30,757.38,,1
674808300,00089M03:34:06.499,0089 03:27:31,757.29,,1
674808301,00089M03:34:07.473,0089 03:27:32,757.31,,1
674808302,00089M03:34:08.446,0089 03:27:33,757.27,,1
674808303,00089M03:34:09.419,0089 03:27:34,757.34,,1
674808304,00089M03:34:10.392,0089 03:27:35,757.33,,1
674808305,00089M03:34:11.366,0089 03:27:36,757.29,,1
674808306,00089M03:34:12.339,0089 03:27:37,757.33,,1
674808307,00089M03:34:13.312,0089 03:27:38,757.31,,1
674808308,00089M03:34:14.285,0089 03:27:39,757.31,,1
674808309,00089M03:34:15.259,0089 03:27:40,757.34,,1
674808310,00089M03:34:16.232,0089 03:27:41,757.31,,1
674808311,00089M03:34:17.205,0089 03:27:42,757.31,,1
674808312,00089M03:34:18.178,0089 03:27:43,757.35,,1
674808313,00089M03:34:19.152,0089 03:27:44,757.27,,1
674808314,00089M03:34:20.125,0089 03:27:45,757.29,,1
674808315,00089M03:34:21.098,0089 03:27:46,757.33,,1
674808316,00089M03:34:22.071,0089 03:27:47,757.31,,1
674808317,00089M03:34:23.045,0089 03:27:47,757.37,,1
674808318,00089M03:34:24.018,0089 03:27:48,757.29,,1
674808319,00089M03:34:24.991,0089 03:27:49,757.29,,1
674808320,00089M03:34:25.964,0089 03:27:50,757.29,,1
674808321,00089M03:34:26.938,0089 03:27:51,757.35,,1
674808322,00089M03:34:27.911,0089 03:27:52,757.31,,1
674808323,00089M03:34:28.884,0089 03:27:53,757.27,,1
674808324,00089M03:34:29.857,0089 03:27:54,757.33,,1
674808325,00089M03:34:30.831,0089 03:27:55,757.27,,1
674808326,00089M03:34:31.804,0089 03:27:56,757.29,,1
674808327,00089M03:34:32.777,0089 03:27:57,757.33,,1
674808328,00089M03:34:33.750,0089 03:27:58,757.31,,1
674808329,00089M03:34:34.724,0089 03:27:59,757.31,,1
674808330,00089M03:34:35.697,0089 03:28:00,757.31,,1
674808331,00089M03:34:36.670,0089 03:28:01,757.31,,1
674808332,00089M03:34:37.643,0089 03:28:02,757.31,,1
674808333,00089M03:34:38.617,0089 03:28:03,757.29,,1
674808334,00089M03:34:39.590,0089 03:28:04,757.33,,1
674808335,00089M03:34:40.563,0089 03:28:05,757.33,,1
674808336,00089M03:34:41.536,0089 03:28:06,757.29,,1
674808337,00089M03:34:42.510,0089 03:28:07,757.28,,1
674808338,00089M03:34:43.483,0089 03:28:08,757.27,,1
674808339,00089M03:34:44.456,0089 03:28:09,757.31,,1
674808340,00089M03:34:45.429,0089 03:28:10,757.33,,1
674808341,00089M03:34:46.403,0089 03:28:11,757.29,,1
674808342,00089M03:34:47.376,0089 03:28:12,757.31,,1
674808343,00089M03:34:48.349,0089 03:28:13,757.29,,1
674808344,00089M03:34:49.322,0089 03:28:14,757.31,,1
674808345,00089M03:34:50.296,0089 03:28:15,757.33,,1
674808346,00089M03:34:51.269,0089 03:28:16,757.33,,1
674808347,00089M03:34:52.242,0089 03:28:17,757.35,,1
674808348,00089M03:34:53.215,0089 03:28:18,757.33,,1
674808349,00089M03:34:54.189,0089 03:28:19,757.29,,1
674808350,00089M03:34:55.162,0089 03:28:20,757.31,,1
674808351,00089M03:34:56.135,0089 03:28:21,757.31,,1
674808352,00089M03:34:57.109,0089 03:28:22,757.28,,1
674808353,00089M03:34:58.082,0089 03:28:23,757.26,,1
674808354,00089M03:34:59.055,0089 03:28:23,757.26,,1
674808355,00089M03:35:00.028,0089 03:28:24,757.26,,1
674808356,00089M03:35:01.002,0089 03:28:25,757.31,,1
674808357,00089M03:35:01.975,0089 03:28:26,757.31,,1
674808358,00089M03:35:02.948,0089 03:28:27,757.29,,1
674808359,00089M03:35:03.921,0089 03:28:28,757.33,,1
674808360,00089M03:35:04.895,0089 03:28:29,757.29,,1
674808361,00089M03:35:05.868,0089 03:28:30,757.27,,1
674808362,00089M03:35:06.841,0089 03:28:31,757.28,,1
674808363,00089M03:35:07.814,0089 03:28:32,757.29,,1
674808364,00089M03:35:08.788,0089 03:28:33,757.31,,1
674808365,00089M03:35:09.761,0089 03:28:34,757.27,,1
674808366,00089M03:35:10.734,0089 03:28:35,757.31,,1
674808367,00089M03:35:11.707,0089 03:28:36,757.31,,1
674808368,00089M03:35:12.681,0089 03:28:37,757.31,,1
674808369,00089M03:35:13.654,0089 03:28:38,757.29,,1
674808370,00089M03:35:14.627,0089 03:28:39,757.27,,1
674808371,00089M03:35:15.600,0089 03:28:40,757.33,,1
674808372,00089M03:35:16.574,0089 03:28:41,757.33,,1
674808373,00089M03:35:17.547,0089 03:28:42,757.31,,1
674808374,00089M03:35:18.520,0089 03:28:43,757.29,,1
674808375,00089M03:35:19.493,0089 03:28:44,757.31,,1
674808376,00089M03:35:20.467,0089 03:28:45,757.33,,1
674808377,00089M03:35:21.440,0089 03:28:46,757.29,,1
674808378,00089M03:35:22.413,0089 03:28:47,757.31,,1
674808379,00089M03:35:23.386,0089 03:28:48,757.35,,1
674808380,00089M03:35:24.360,0089 03:28:49,757.31,,1
674808381,00089M03:35:25.333,0089 03:28:50,757.33,,1
674808382,00089M03:35:26.306,0089 03:28:51,757.29,,1
674808383,00089M03:35:27.279,0089 03:28:52,757.33,,1
674808384,00089M03:35:28.253,0089 03:28:53,757.33,,1
674808385,00089M03:35:29.226,0089 03:28:54,757.33,,1
674808386,00089M03:35:30.199,0089 03:28:55,757.28,,1
674808387,00089M03:35:31.172,0089 03:28:56,757.33,,1
674808388,00089M03:35:32.146,0089 03:28:57,757.35,,1
674808389,00089M03:35:33.119,0089 03:28:58,757.29,,1
674808390,00089M03:35:34.092,0089 03:28:59,757.25,,1
674808391,00089M03:35:35.065,0089 03:29:00,757.31,,1
674808392,00089M03:35:36.039,0089 03:29:00,757.33,,1
674808393,00089M03:35:37.012,0089 03:29:01,757.26,,1
674808394,00089M03:35:37.985,0089 03:29:02,757.28,,1
674808395,00089M03:35:38.958,0089 03:29:03,757.29,,1
674808396,00089M03:35:39.932,0089 03:29:04,757.31,,1
674808397,00089M03:35:40.905,0089 03:29:05,757.31,,1
674808398,00089M03:35:41.878,0089 03:29:06,757.31,,1
674808399,00089M03:35:42.851,0089 03:29:07,757.37,,1
674808400,00089M03:35:43.825,0089 03:29:08,757.26,,1
674808401,00089M03:35:44.798,0089 03:29:09,757.28,,1
674808402,00089M03:35:45.771,0089 03:29:10,757.29,,1
674808403,00089M03:35:46.744,0089 03:29:11,757.26,,1
674808404,00089M03:35:47.718,0089 03:29:12,757.31,,1
674808405,00089M03:35:48.691,0089 03:29:13,757.28,,1
674808406,00089M03:35:49.664,0089 03:29:14,757.29,,1
674808407,00089M03:35:50.637,0089 03:29:15,757.33,,1
674808408,00089M03:35:51.611,0089 03:29:16,757.29,,1
674808409,00089M03:35:52.584,0089 03:29:17,757.26,,1
674808410,00089M03:35:53.557,0089 03:29:18,757.29,,1
674808411,00089M03:35:54.530,0089 03:29:19,757.33,,1
674808412,00089M03:35:55.504,0089 03:29:20,757.29,,1
674808413,00089M03:35:56.477,0089 03:29:21,757.29,,1
674808414,00089M03:35:57.450,0089 03:29:22,757.33,,1
674808415,00089M03:35:58.423,0089 03:29:23,757.33,,1
674808416,00089M03:35:59.397,0089 03:29:24,757.37,,1
674808417,00089M03:36:00.370,0089 03:29:25,757.29,,1
674808418,00089M03:36:01.343,0089 03:29:26,757.24,,1
674808419,00089M03:36:02.316,0089 03:29:27,757.31,,1
674808420,00089M03:36:03.290,0089 03:29:28,757.33,,1
674808421,00089M03:36:04.263,0089 03:29:29,757.33,,1
674808422,00089M03:36:05.236,0089 03:29:30,757.31,,1
674808423,00089M03:36:06.209,0089 03:29:31,757.31,,1
674808424,00089M03:36:07.183,0089 03:29:32,757.33,,1
674808425,00089M03:36:08.156,0089 03:29:33,757.31,,1
674808426,00089M03:36:09.129,0089 03:29:34,757.29,,1
674808427,00089M03:36:10.102,0089 03:29:35,757.31,,1
674808428,00089M03:36:11.076,0089 03:29:36,757.29,,1
674808429,00089M03:36:12.049,0089 03:29:37,757.26,,1
674808430,00089M03:36:13.022,0089 03:29:37,757.33,,1
674808431,00089M03:36:13.995,0089 03:29:38,757.33,,1
674808432,00089M03:36:14.969,0089 03:29:39,757.31,,1
674808433,00089M03:36:15.942,0089 03:29:40,757.31,,1
674808434,00089M03:36:16.915,0089 03:29:41,757.31,,1
674808435,00089M03:36:17.888,0089 03:29:42,757.33,,1
674808436,00089M03:36:18.862,0089 03:29:43,757.35,,1
674808437,00089M03:36:19.835,0089 03:29:44,757.35,,1
674808438,00089M03:36:20.808,0089 03:29:45,757.28,,1
674808439,00089M03:36:21.781,0089 03:29:46,757.33,,1
674808440,00089M03:36:22.755,0089 03:29:47,757.35,,1
674808441,00089M03:36:23.728,0089 03:29:48,757.31,,1
674808442,00089M03:36:24.701,0089 03:29:49,757.31,,1
674808443,00089M03:36:25.674,0089 03:29:50,757.31,,1
674808444,00089M03:36:26.648,0089 03:29:51,757.29,,1
674808445,00089M03:36:27.621,0089 03:29:52,757.33,,1
674808446,00089M03:36:28.594,0089 03:29:53,757.24,,1
674808447,00089M03:36:29.567,0089 03:29:54,757.29,,1
674808448,00089M03:36:30.541,0089 03:29:55,757.33,,1
674808449,00089M03:36:31.514,0089 03:29:56,757.33,,1
674808450,00089M03:36:32.487,0089 03:29:57,757.29,,1
674808451,00089M03:36:33.460,0089 03:29:58,757.26,,1
674808452,00089M03:36:34.434,0089 03:29:59,757.29,,1
674808453,00089M03:36:35.407,0089 03:30:00,757.25,,1
674808454,00089M03:36:36.380,0089 03:30:01,757.33,,1
674808455,00089M03:36:37.353,0089 03:30:02,757.27,,1
674808456,00089M03:36:38.327,0089 03:30:03,757.31,,1
674808457,00089M03:36:39.300,0089 03:30:04,757.24,,1
674808458,00089M03:36:40.273,0089 03:30:05,757.27,,1
674808459,00089M03:36:41.246,0089 03:30:06,757.29,,1
674808460,00089M03:36:42.220,0089 03:30:07,757.31,,1
674808461,00089M03:36:43.193,0089 03:30:08,757.25,,1
674808462,00089M03:36:44.166,0089 03:30:09,757.27,,1
674808463,00089M03:36:45.139,0089 03:30:10,757.29,,1
674808464,00089M03:36:46.113,0089 03:30:11,757.27,,1
674808465,00089M03:36:47.086,0089 03:30:12,757.24,,1
674808466,00089M03:36:48.059,0089 03:30:13,757.27,,1
674808467,00089M03:36:49.032,0089 03:30:14,757.31,,1
674808468,00089M03:36:50.006,0089 03:30:14,757.33,,1
674808469,00089M03:36:50.979,0089 03:30:15,757.24,,1
674808470,00089M03:36:51.952,0089 03:30:16,757.31,,1
674808471,00089M03:36:52.925,0089 03:30:17,757.31,,1
674808472,00089M03:36:53.899,0089 03:30:18,757.29,,1
674808473,00089M03:36:54.872,0089 03:30:19,757.26,,1
674808474,00089M03:36:55.845,0089 03:30:20,757.27,,1
674808475,00089M03:36:56.818,0089 03:30:21,757.29,,1
674808476,00089M03:36:57.792,0089 03:30:22,757.22,,1
674808477,00089M03:36:58.765,0089 03:30:23,757.27,,1
674808478,00089M03:36:59.738,0089 03:30:24,757.29,,1
674808479,00089M03:37:00.712,0089 03:30:25,757.25,,1
674808480,00089M03:37:01.685,0089 03:30:26,757.27,,1
674808481,00089M03:37:02.658,0089 03:30:27,757.24,,1
674808482,00089M03:37:03.631,0089 03:30:28,757.26,,1
674808483,00089M03:37:04.605,0089 03:30:29,757.27,,1
674808484,00089M03:37:05.578,0089 03:30:30,757.25,,1
674808485,00089M03:37:06.551,0089 03:30:31,757.27,,1
674808486,00089M03:37:07.524,0089 03:30:32,757.25,,1
674808487,00089M03:37:08.498,0089 03:30:33,757.25,,1
674808488,00089M03:37:09.471,0089 03:30:34,757.29,,1
674808489,00089M03:37:10.444,0089 03:30:35,757.18,,1
674808490,00089M03:37:11.417,0089 03:30:36,757.25,,1
674808491,00089M03:37:12.391,0089 03:30:37,757.22,,1
674808492,00089M03:37:13.364,0089 03:30:38,757.29,,1
674808493,00089M03:37:14.337,0089 03:30:39,757.23,,1
674808494,00089M03:37:15.310,0089 03:30:40,757.22,,1
674808495,00089M03:37:16.284,0089 03:30:41,757.27,,1
674808496,00089M03:37:17.257,0089 03:30:42,757.25,,1
674808497,00089M03:37:18.230,0089 03:30:43,757.27,,1
674808498,00089M03:37:19.203,0089 03:30:44,757.23,,1
674808499,00089M03:37:20.177,0089 03:30:45,757.29,,1
674808500,00089M03:37:21.150,0089 03:30:46,757.23,,1
674808501,00089M03:37:22.123,0089 03:30:47,757.29,,1
674808502,00089M03:37:23.096,0089 03:30:48,757.29,,1
674808503,00089M03:37:24.070,0089 03:30:49,757.25,,1
674808504,00089M03:37:25.043,0089 03:30:50,757.22,,1
674808505,00089M03:37:26.016,0089 03:30:50,757.20,,1
674808506,00089M03:37:26.989,0089 03:30:51,757.22,,1
674808507,00089M03:37:27.963,0089 03:30:52,757.22,,1
674808508,00089M03:37:28.936,0089 03:30:53,757.24,,1
674808509,00089M03:37:29.909,0089 03:30:54,757.22,,1
674808510,00089M03:37:30.882,0089 03:30:55,757.25,,1
674808511,00089M03:37:31.856,0089 03:30:56,757.25,,1
674808512,00089M03:37:32.829,0089 03:30:57,757.29,,1
674808513,00089M03:37:33.802,0089 03:30:58,757.25,,1
674808514,00089M03:37:34.775,0089 03:30:59,757.20,,1
674808515,00089M03:37:35.749,0089 03:31:00,757.27,,1
674808516,00089M03:37:36.722,0089 03:31:01,757.26,,1
674808517,00089M03:37:37.695,0089 03:31:02,757.20,,1
674808518,00089M03:37:38.668,0089 03:31:03,757.23,,1
674808519,00089M03:37:39.642,0089 03:31:04,757.25,,1
674808520,00089M03:37:40.615,0089 03:31:05,757.27,,1
674808521,00089M03:37:41.588,0089 03:31:06,757.23,,1
674808522,00089M03:37:42.561,0089 03:31:07,757.20,,1
674808523,00089M03:37:43.535,0089 03:31:08,757.22,,1
674808524,00089M03:37:44.508,0089 03:31:09,757.27,,1
674808525,00089M03:37:45.481,0089 03:31:10,757.20,,1
674808526,00089M03:37:46.454,0089 03:31:11,757.18,,1
674808527,00089M03:37:47.428,0089 03:31:12,757.21,,1
674808528,00089M03:37:48.401,0089 03:31:13,757.27,,1
674808529,00089M03:37:49.374,0089 03:31:14,757.20,,1
674808530,00089M03:37:50.347,0089 03:31:15,757.23,,1
674808531,00089M03:37:51.321,0089 03:31:16,757.25,,1
674808532,00089M03:37:52.294,0089 03:31:17,757.25,,1
674808533,00089M03:37:53.267,0089 03:31:18,757.21,,1
674808534,00089M03:37:54.240,0089 03:31:19,757.25,,1
674808535,00089M03:37:55.214,0089 03:31:20,757.21,,1
674808536,00089M03:37:56.187,0089 03:31:21,757.25,,1
674808537,00089M03:37:57.160,0089 03:31:22,757.21,,1
674808538,00089M03:37:58.133,0089 03:31:23,757.25,,1
674808539,00089M03:37:59.107,0089 03:31:24,757.21,,1
674808540,00089M03:38:00.080,0089 03:31:25,757.25,,1
674808541,00089M03:38:01.053,0089 03:31:26,757.22,,1
674808542,00089M03:38:02.026,0089 03:31:27,757.18,,1
674808543,00089M03:38:03.000,0089 03:31:27,757.24,,1
674808544,00089M03:38:03.973,0089 03:31:28,757.18,,1
674808545,00089M03:38:04.946,0089 03:31:29,757.21,,1
674808546,00089M03:38:05.919,0089 03:31:30,757.23,,1
674808547,00089M03:38:06.893,0089 03:31:31,757.21,,1
674808548,00089M03:38:07.866,0089 03:31:32,757.23,,1
674808549,00089M03:38:08.839,0089 03:31:33,757.21,,1
674808550,00089M03:38:09.812,0089 03:31:34,757.19,,1
674808551,00089M03:38:10.786,0089 03:31:35,757.23,,1
674808552,00089M03:38:11.759,0089 03:31:36,757.23,,1
674808553,00089M03:38:12.732,0089 03:31:37,757.21,,1
674808554,00089M03:38:13.705,0089 03:31:38,757.16,,1
674808555,00089M03:38:14.679,0089 03:31:39,757.23,,1
674808556,00089M03:38:15.652,0089 03:31:40,757.14,,1
674808557,00089M03:38:16.625,0089 03:31:41,757.23,,1
674808558,00089M03:38:17.598,0089 03:31:42,757.23,,1
674808559,00089M03:38:18.572,0089 03:31:43,757.16,,1
674808560,00089M03:38:19.545,0089 03:31:44,757.19,,1
674808561,00089M03:38:20.518,0089 03:31:45,757.26,,1
674808562,00089M03:38:21.491,0089 03:31:46,757.21,,1
674808563,00089M03:38:22.465,0089 03:31:47,757.25,,1
674808564,00089M03:38:23.438,0089 03:31:48,757.21,,1
674808565,00089M03:38:24.411,0089 03:31:49,757.23,,1
674808566,00089M03:38:25.384,0089 03:31:50,757.21,,1
674808567,00089M03:38:26.358,0089 03:31:51,757.23,,1
674808568,00089M03:38:27.331,0089 03:31:52,757.21,,1
674808569,00089M03:38:28.304,0089 03:31:53,757.21,,1
674808570,00089M03:38:29.277,0089 03:31:54,757.19,,1
674808571,00089M03:38:30.251,0089 03:31:55,757.23,,1
674808572,00089M03:38:31.224,0089 03:31:56,757.17,,1
674808573,00089M03:38:32.197,0089 03:31:57,757.25,,1
674808574,00089M03:38:33.170,0089 03:31:58,757.19,,1
674808575,00089M03:38:34.144,0089 03:31:59,757.21,,1
674808576,00089M03:38:35.117,0089 03:32:00,757.23,,1
674808577,00089M03:38:36.090,0089 03:32:01,757.23,,1
674808578,00089M03:38:37.063,0089 03:32:02,757.23,,1
674808579,00089M03:38:38.037,0089 03:32:03,757.21,,1
674808580,00089M03:38:39.010,0089 03:32:04,757.23,,1
674808581,00089M03:38:39.983,0089 03:32:04,757.23,,1
674808582,00089M03:38:40.956,0089 03:32:05,757.19,,1
674808583,00089M03:38:41.930,0089 03:32:06,757.21,,1
674808584,00089M03:38:42.903,0089 03:32:07,757.17,,1
674808585,00089M03:38:43.876,0089 03:32:08,757.23,,1
674808586,00089M03:38:44.849,0089 03:32:09,757.19,,1
674808587,00089M03:38:45.823,0089 03:32:10,757.19,,1
674808588,00089M03:38:46.796,0089 03:32:11,757.21,,1
674808589,00089M03:38:47.769,0089 03:32:12,757.19,,1
674808590,00089M03:38:48.742,0089 03:32:13,757.19,,1
674808591,00089M03:38:49.716,0089 03:32:14,757.19,,1
674808592,00089M03:38:50.689,0089 03:32:15,757.25,,1
674808593,00089M03:38:51.662,0089 03:32:16,757.19,,1
674808594,00089M03:38:52.635,0089 03:32:17,757.17,,1
674808595,00089M03:38:53.609,0089 03:32:18,757.23,,1
674808596,00089M03:38:54.582,0089 03:32:19,757.21,,1
674808597,00089M03:38:55.555,0089 03:32:20,757.19,,1
674808598,00089M03:38:56.528,0089 03:32:21,757.21,,1
674808599,00089M03:38:57.502,0089 03:32:22,757.21,,1
674808600,00089M03:38:58.475,0089 03:32:23,757.19,,1
674808601,00089M03:38:59.448,0089 03:32:24,757.24,,1
674808602,00089M03:39:00.421,0089 03:32:25,757.17,,1
674808603,00089M03:39:01.395,0089 03:32:26,757.17,,1
674808604,00089M03:39:02.368,0089 03:32:27,757.19,,1
674808605,00089M03:39:03.341,0089 03:32:28,757.21,,1
674808606,00089M03:39:04.315,0089 03:32:29,757.22,,1
674808607,00089M03:39:05.288,0089 03:32:30,757.17,,1
674808608,00089M03:39:06.261,0089 03:32:31,757.26,,1
674808609,00089M03:39:07.234,0089 03:32:32,757.21,,1
674808610,00089M03:39:08.208,0089 03:32:33,757.23,,1
674808611,00089M03:39:09.181,0089 03:32:34,757.19,,1
674808612,00089M03:39:10.154,0089 03:32:35,757.17,,1
674808613,00089M03:39:11.127,0089 03:32:36,757.19,,1
674808614,00089M03:39:12.101,0089 03:32:37,757.19,,1
674808615,00089M03:39:13.074,0089 03:32:38,757.19,,1
674808616,00089M03:39:14.047,0089 03:32:39,757.22,,1
674808617,00089M03:39:15.020,0089 03:32:40,757.22,,1
674808618,00089M03:39:15.994,0089 03:32:40,757.24,,1
674808619,00089M03:39:16.967,0089 03:32:41,757.24,,1
674808620,00089M03:39:17.940,0089 03:32:42,757.17,,1
674808621,00089M03:39:18.913,0089 03:32:43,757.22,,1
674808622,00089M03:39:19.887,0089 03:32:44,757.22,,1
674808623,00089M03:39:20.860,0089 03:32:45,757.22,,1
674808624,00089M03:39:21.833,0089 03:32:46,757.26,,1
674808625,00089M03:39:22.806,0089 03:32:47,757.22,,1
674808626,00089M03:39:23.780,0089 03:32:48,757.26,,1
674808627,00089M03:39:24.753,0089 03:32:49,757.22,,1
674808628,00089M03:39:25.726,0089 03:32:50,757.26,,1
674808629,00089M03:39:26.699,0089 03:32:51,757.20,,1
674808630,00089M03:39:27.673,0089 03:32:52,757.26,,1
674808631,00089M03:39:28.646,0089 03:32:53,757.22,,1
674808632,00089M03:39:29.619,0089 03:32:54,757.28,,1
674808633,00089M03:39:30.592,0089 03:32:55,757.26,,1
674808634,00089M03:39:31.566,0089 03:32:56,757.22,,1
674808635,00089M03:39:32.539,0089 03:32:57,757.24,,1
674808636,00089M03:39:33.512,0089 03:32:58,757.22,,1
674808637,00089M03:39:34.485,0089 03:32:59,757.28,,1
674808638,00089M03:39:35.459,0089 03:33:00,757.24,,1
674808639,00089M03:39:36.432,0089 03:33:01,757.24,,1
674808640,00089M03:39:37.405,0089 03:33:02,757.20,,1
674808641,00089M03:39:38.378,0089 03:33:03,757.24,,1
674808642,00089M03:39:39.352,0089 03:33:04,757.22,,1
674808643,00089M03:39:40.325,0089 03:33:05,757.22,,1
674808644,00089M03:39:41.298,0089 03:33:06,757.24,,1
674808645,00089M03:39:42.271,0089 03:33:07,757.26,,1
674808646,00089M03:39:43.245,0089 03:33:08,757.29,,1
674808647,00089M03:39:44.218,0089 03:33:09,757.26,,1
674808648,00089M03:39:45.191,0089 03:33:10,757.24,,1
674808649,00089M03:39:46.164,0089 03:33:11,757.22,,1
674808650,00089M03:39:47.138,0089 03:33:12,757.26,,1
674808651,00089M03:39:48.111,0089 03:33:13,757.24,,1
674808652,00089M03:39:49.084,0089 03:33:14,757.24,,1
674808653,00089M03:39:50.057,0089 03:33:15,757.20,,1
674808654,00089M03:39:51.031,0089 03:33:16,757.24,,1
674808655,00089M03:39:52.004,0089 03:33:17,757.33,,1
674808656,00089M03:39:52.977,0089 03:33:17,757.29,,1
674808657,00089M03:39:53.950,0089 03:33:18,757.24,,1
674808658,00089M03:39:54.924,0089 03:33:19,757.24,,1
674808659,00089M03:39:55.897,0089 03:33:20,757.27,,1
674808660,00089M03:39:56.870,0089 03:33:21,757.24,,1
674808661,00089M03:39:57.843,0089 03:33:22,757.27,,1
674808662,00089M03:39:58.817,0089 03:33:23,757.25,,1
674808663,00089M03:39:59.790,0089 03:33:24,757.29,,1
674808664,00089M03:40:00.763,0089 03:33:25,757.29,,1
674808665,00089M03:40:01.736,0089 03:33:26,757.27,,1
674808666,00089M03:40:02.710,0089 03:33:27,757.29,,1
